chr1A	500000	0
chr1A	1500000	0.333333333333333
chr1A	2500000	-0.043414293414293335
chr1A	3500000	0.00852459911089943
chr1A	4500000	0.011803397789557035
chr1A	5500000	0.04297106750010082
chr1A	6500000	-0.07407407407407411
chr1A	7500000	-0.333333333333333
chr1A	8500000	0.0
chr1A	9500000	0.0
chr1A	10500000	0
chr1A	11500000	-0.018518518518518535
chr1A	12500000	0.012500000000000011
chr1A	13500000	0.0
chr1A	14500000	0.0
chr1A	15500000	0.0
chr1A	16500000	0.0
chr1A	17500000	-0.9285714285714285
chr1A	18500000	0
chr1A	19500000	-0.25
chr1A	20500000	0
chr1A	21500000	0
chr1A	22500000	0
chr1A	23500000	0.0
chr1A	24500000	0.0
chr1A	25500000	0.0
chr1A	26500000	-0.0444444444444444
chr1A	27500000	0
chr1A	28500000	0.0
chr1A	29500000	0.0
chr1A	30500000	0
chr1A	31500000	0
chr1A	32500000	0
chr1A	33500000	0
chr1A	34500000	0
chr1A	35500000	0
chr1A	36500000	0
chr1A	37500000	0
chr1A	38500000	0.0
chr1A	39500000	0
chr1A	40500000	0.0
chr1A	41500000	0
chr1A	42500000	0
chr1A	43500000	-0.055555555555555663
chr1A	44500000	0
chr1A	45500000	0.0
chr1A	46500000	0.2142857142857145
chr1A	47500000	0
chr1A	48500000	0.0
chr1A	49500000	0.0
chr1A	50500000	-0.5
chr1A	51500000	0.0
chr1A	52500000	0
chr1A	53500000	0
chr1A	54500000	0.027777777777777783
chr1A	55500000	0.0
chr1A	56500000	0
chr1A	57500000	1.0
chr1A	58500000	0
chr1A	59500000	0
chr1A	60500000	0
chr1A	61500000	0
chr1A	62500000	0
chr1A	63500000	0
chr1A	64500000	0
chr1A	65500000	0
chr1A	66500000	0.0
chr1A	67500000	0
chr1A	68500000	0
chr1A	69500000	0
chr1A	70500000	0.0
chr1A	71500000	0
chr1A	72500000	0
chr1A	73500000	0
chr1A	74500000	0
chr1A	75500000	0.0
chr1A	76500000	0
chr1A	77500000	0.0
chr1A	78500000	0.0
chr1A	79500000	0.2
chr1A	80500000	0
chr1A	81500000	0
chr1A	82500000	0
chr1A	83500000	0.0
chr1A	84500000	0
chr1A	85500000	0.0
chr1A	86500000	0
chr1A	87500000	0
chr1A	88500000	0
chr1A	89500000	0
chr1A	90500000	0
chr1A	91500000	0
chr1A	92500000	0
chr1A	93500000	0
chr1A	94500000	0
chr1A	95500000	0
chr1A	96500000	0
chr1A	97500000	0
chr1A	98500000	-0.4
chr1A	99500000	0
chr1A	100500000	0
chr1A	101500000	0
chr1A	102500000	0.0
chr1A	103500000	0
chr1A	104500000	0
chr1A	105500000	0
chr1A	106500000	0.0
chr1A	107500000	0
chr1A	108500000	0
chr1A	109500000	0
chr1A	110500000	0
chr1A	111500000	0
chr1A	112500000	0.0
chr1A	113500000	0.0
chr1A	114500000	0
chr1A	115500000	0.0
chr1A	116500000	0
chr1A	117500000	0
